Тигр чувствует число дат.	тигр чувствовать число дата	0.5000700950622559
Тигр имеет надежду.	тигр иметь надежда	0.504949688911438
Тигр имеет пассажирский лифт.	тигр иметь пассажирский лифт	0.5568960905075073
Тигр имеет полёт.	тигр иметь полет	0.5305631160736084
Тигр имеет труд.	тигр иметь труд	0.5001426935195923
Тигр держать зуб на квадрат.	тигр держать зуб на квадрат	0.5062761902809143
Тигр держать зуб на суету.	тигр держать зуб на суета	0.5062761902809143
Тигр держать зуб на аромат.	тигр держать зуб на аромат	0.5062761902809143
Тигр держать зуб на анекдот.	тигр держать зуб на анекдот	0.5062761902809143
Тигр держать зуб на бензин.	тигр держать зуб на бензин	0.523796796798706
Тигр держать зуб на возражение.	тигр держать зуб на возражение	0.5062761902809143
Тигр держать зуб на гамбургер.	тигр держать зуб на гамбургер	0.5062761902809143
Тигр держать зуб на губку.	тигр держать зуб на губка	0.5062761902809143
Тигр держать зуб на допуск.	тигр держать зуб на допуск	0.5062761902809143
Тигр держать зуб на изоляцию.	тигр держать зуб на изоляция	0.5062761902809143
Тигр держать зуб на каньон.	тигр держать зуб на каньон	0.5062761902809143
Тигр держать зуб на клиновой ремень.	тигр держать зуб на клиновой ремень	0.5062761902809143
Тигр держать зуб на контраст.	тигр держать зуб на контраст	0.5062761902809143
Тигр держать зуб на кружево.	тигр держать зуб на кружево	0.5062761902809143
Тигр держать зуб на ложку.	тигр держать зуб на ложка	0.5062761902809143
Тигр держать зуб на мигрень.	тигр держать зуб на мигрень	0.5062761902809143
Тигр держать зуб на мультимедийный проектор.	тигр держать зуб на мультимедийный проектор	0.5062761902809143
Тигр держать зуб на новость.	тигр держать зуб на новости	0.5062761902809143
Тигр держать зуб на опасность.	тигр держать зуб на опасность	0.5096002817153931
Тигр держать зуб на палестину.	тигр держать зуб на Палестина	0.5062761902809143
Тигр держать зуб на подскок.	тигр держать зуб на подскок	0.5062761902809143
Тигр держать зуб на походку.	тигр держать зуб на походка	0.5062761902809143
Тигр держать зуб на прямоугольник.	тигр держать зуб на прямоугольник	0.5062761902809143
Тигр держать зуб на распятие.	тигр держать зуб на распятие	0.5062761902809143
Тигр держать зуб на руку.	тигр держать зуб на рука	0.5150291323661804
Тигр держать зуб на содружество.	тигр держать зуб на содружество	0.5062761902809143
Тигр держать зуб на тело.	тигр держать зуб на тело	0.5080246925354004
Тигр держать зуб на тщетность.	тигр держать зуб на тщетность	0.5062761902809143
Тигр держать зуб на факс.	тигр держать зуб на факс	0.5062761902809143
Тигр держать зуб на цепь.	тигр держать зуб на цепи	0.5252770185470581
Тигр держать зуб на штопор.	тигр держать зуб на штопор	0.5062761902809143
Тигр проверяет проверка контроль.	тигр проверять проверка контроль	0.5100029110908508
Тигр включает казнь.	тигр включать казнь	0.5000030994415283
Тигр обвиняет уверенность.	тигр обвинять уверенность	0.5171088576316833
Тигр вести себёт касательная линию.	тигр вести себя касательная линия	0.5224443674087524
Тигр замечает ключ.	тигр замечать ключ	0.5231122374534607
Тигр замечает мясо.	тигр замечать мясо	0.5211548805236816
Тигр замечает подход.	тигр замечать подход	0.5248730182647705
Тигр замечает природу.	тигр замечать природа	0.5110503435134888
Тигр замечает тело.	тигр замечать тело	0.5024838447570801
Тигр замечает тюрьму.	тигр замечать тюрьма	0.5167474150657654
Тигр запрещает основу.	тигр запрещать основа	0.5032893419265747
Тигр запрещает собрание.	тигр запрещать собрание	0.505600094795227
Тигр исключает час.	тигр исключать час	0.5107106566429138
Тигр исключает класс.	тигр исключать класс	0.5069006681442261
Тигр исключает нос.	тигр исключать нос	0.5041936635971069
Тигр исключает орбиту.	тигр исключать орбита	0.5064058303833008
Тигр исключает подчинение.	тигр исключать подчинение	0.5158839821815491
Тигр исключает путь.	тигр исключать путь	0.5119736790657043
Тигр исключает указание.	тигр исключать указание	0.5334441065788269
Тигр исключает финансирование.	тигр исключать финансирование	0.5078701376914978
Тигр исключает число дат.	тигр исключать число дата	0.5295988321304321
Тигр испытывать боль угрозу.	тигр испытывать боль угроза	0.505773663520813
Тигр называет пассажирский лифт.	тигр называть пассажирский лифт	0.5173578262329102
Тигр нарушает заболевание.	тигр нарушать заболевание	0.5024018287658691
Тигр нарушает разворот страницы.	тигр нарушать разворот страниц	0.5015171766281128
Тигр обеспечивает метод.	тигр обеспечивать метод	0.5071635842323303
Тигр обеспечивает очки.	тигр обеспечивать очки	0.5056460499763489
Тигр обеспечивает премию.	тигр обеспечивать премия	0.5069594383239746
Тигр одобрит проверка контроль.	тигр одобренный проверка контроль	0.5100029110908508
Тигр описывает взрыв.	тигр описывать взрыв	0.5038431882858276
Тигр описывает кофе.	тигр описывать кофе	0.5007358193397522
Тигр описывает париж.	тигр описывать Париж	0.500550389289856
Тигр описывает центр.	тигр описывать центр	0.524967610836029
Тигр определяет час.	тигр определять час	0.5018999576568604
Тигр определяет риск.	тигр определять риск	0.5287607312202454
Тигр отмечает ум.	тигр отмечать ум	0.5102241039276123
Тигр оценивает задолженность.	тигр оценивать задолженность	0.5036894083023071
Тигр пишет изучение.	тигр писать изучение	0.5022771954536438
Тигр поддерживает ураган.	тигр поддерживать ураган	0.5011060237884521
Тигр предполагает послание.	тигр предполагать послание	0.5008478760719299
Тигр представляет интернет.	тигр представлять интернет	0.516143798828125
Тигр представляет касательная линию.	тигр представлять касательная линия	0.5399187803268433
Тигр пробует проверка контроль.	тигр пробовать проверка контроль	0.5100029110908508
Тигр разделяет лето.	тигр разделять лето	0.5046165585517883
Тигр разделяет адрес.	тигр разделять адрес	0.5260270237922668
Тигр разделяет касательная линию.	тигр разделять касательная линия	0.5274815559387207
Тигр разделяет одежду.	тигр разделять одежда	0.502311110496521
Тигр рвёт проверка контроль.	тигр рвать проверка контроль	0.5100029110908508
Тигр рубить дерево основу.	тигр рубить дерево основа	0.5021428465843201
Тигр сдавать кровь закон.	тигр сдавать кровь закон	0.5264511108398438
Тигр сдавать кровь память.	тигр сдавать кровь память	0.524303674697876
Тигр сдавать кровь страну.	тигр сдавать кровь страна	0.5124338269233704
Тигр снимать пену расстояние.	тигр снимать пену расстояние	0.5032064914703369
Тигр создаёт перевязочный материал.	тигр создавать перевязочный материал	0.5105990767478943
Тигр штрихует проверка контроль.	тигр штриховать проверка контроль	0.5100029110908508
Товарищ говорить на жестовом языке пол.	товарищ говорить на жестовом языке пол	0.5143650770187378
Товарищ чувствует границу.	товарищ чувствовать граница	0.5164247155189514
Товарищ чувствует применение.	товарищ чувствовать применение	0.5176716446876526
Товарищ затягивает проверка контроль.	товарищ затягивать проверка контроль	0.5100029110908508
Товарищ имеет час.	товарищ иметь час	0.509137749671936
Товарищ имеет факультет.	товарищ иметь факультет	0.501888632774353
Товарищ имеет образ.	товарищ иметь образ	0.5242134928703308
Товарищ имеет перевод.	товарищ иметь перевод	0.5114731788635254
Товарищ имеет ущелье.	товарищ иметь ущелье	0.5170809626579285
Товарищ держать зуб на голод.	товарищ держать зуб на голод	0.5062761902809143
Товарищ держать зуб на адрес.	товарищ держать зуб на адрес	0.5162357091903687
Товарищ держать зуб на грамотность.	товарищ держать зуб на грамотность	0.5062761902809143
Товарищ держать зуб на верёвку.	товарищ держать зуб на веревка	0.5062761902809143
Товарищ держать зуб на арку.	товарищ держать зуб на арка	0.5062761902809143
Товарищ держать зуб на благодарение.	товарищ держать зуб на благодарение	0.5062761902809143
Товарищ держать зуб на веко.	товарищ держать зуб на веко	0.5062761902809143
Товарищ держать зуб на вольные упражнение.	товарищ держать зуб на вольные упражнения	0.5062761902809143
Товарищ держать зуб на гимнастику.	товарищ держать зуб на гимнастика	0.5062761902809143
Товарищ держать зуб на дуршлаг.	товарищ держать зуб на дуршлаг	0.5062761902809143
Товарищ держать зуб на заслонку.	товарищ держать зуб на заслонка	0.5062761902809143
Товарищ держать зуб на ингредиент.	товарищ держать зуб на ингредиент	0.5062761902809143
Товарищ держать зуб на карабин.	товарищ держать зуб на карабин	0.5062761902809143
Товарищ держать зуб на коготь.	товарищ держать зуб на коготь	0.5062761902809143
Товарищ держать зуб на конфронтацию.	товарищ держать зуб на конфронтация	0.5062761902809143
Товарищ держать зуб на кукурузу.	товарищ держать зуб на кукуруза	0.5062761902809143
Товарищ держать зуб на лупу.	товарищ держать зуб на лупа	0.5062761902809143
Товарищ держать зуб на минимализм.	товарищ держать зуб на минимализм	0.5062761902809143
Товарищ держать зуб на мятую.	товарищ держать зуб на мята	0.5062761902809143
Товарищ держать зуб на носилки.	товарищ держать зуб на носилки	0.5062761902809143
Товарищ держать зуб на оригинальность.	товарищ держать зуб на оригинальность	0.5062761902809143
Товарищ держать зуб на парад.	товарищ держать зуб на парад	0.5062761902809143
Товарищ держать зуб на поздравление.	товарищ держать зуб на поздравления	0.5062761902809143
Товарищ держать зуб на правда.	товарищ держать зуб на правда	0.5113130807876587
Товарищ держать зуб на пустыню.	товарищ держать зуб на пустыня	0.5062761902809143
Товарищ держать зуб на реабилитацию.	товарищ держать зуб на реабилитация	0.5062761902809143
Товарищ держать зуб на рюкзак.	товарищ держать зуб на рюкзак	0.5062761902809143
Товарищ держать зуб на скейтборд.	товарищ держать зуб на скейтборд	0.5062761902809143
Товарищ держать зуб на солярий.	товарищ держать зуб на солярий	0.5062761902809143
Товарищ держать зуб на стрижку.	товарищ держать зуб на стрижка	0.5062761902809143
Товарищ держать зуб на тесто.	товарищ держать зуб на тесто	0.5062761902809143
Товарищ держать зуб на ферму.	товарищ держать зуб на ферма	0.5062761902809143
Товарищ держать зуб на частоту.	товарищ держать зуб на частота	0.5062761902809143
Товарищ держать зуб на щёку.	товарищ держать зуб на щека	0.5062761902809143
Товарищ держать себя в руках вывод.	товарищ держать себя в руках вывод	0.5033393502235413
Товарищ держать себя в руках край.	товарищ держать себя в руках край	0.5005753040313721
Товарищ поймать с поличным уверенность.	товарищ поймать с поличным уверенность	0.5060918927192688
Товарищ обвиняет освещение.	товарищ обвинять освещение	0.5003753304481506
Товарищ обвиняет тип.	товарищ обвинять тип	0.5047841668128967
Товарищ восхищает проверка контроль.	товарищ восхищать проверка контроль	0.5100029110908508
Товарищ дразнит проверка контроль.	товарищ дразнить проверка контроль	0.5100029110908508
Товарищ замечает афганистан.	товарищ замечать Афганистан	0.50108402967453
Товарищ замечает инструмент.	товарищ замечать инструмент	0.5052124857902527
Товарищ замечает количество.	товарищ замечать количество	0.503223180770874
Товарищ замечает основу.	товарищ замечать основа	0.5169187188148499
Товарищ замечает правый поворот.	товарищ замечать правый поворот	0.5166925191879272
Товарищ заставляет закон.	товарищ заставлять закон	0.5022818446159363
Товарищ заставляет контакт.	товарищ заставлять контакт	0.5035893321037292
Товарищ заставляет приложение.	товарищ заставлять приложение	0.5002066493034363
Товарищ заставляет рост.	товарищ заставлять рост	0.5040301084518433
Товарищ заставляет собственность.	товарищ заставлять собственность	0.5000234842300415
Товарищ исключает месяц.	товарищ исключать месяц	0.5001239776611328
Товарищ исключает клуб.	товарищ исключать клуб	0.5096937417984009
Товарищ исключает основу.	товарищ исключать основа	0.5243889689445496
Товарищ исключает прогресс.	товарищ исключать прогресс	0.507117509841919
Товарищ исключает шанс.	товарищ исключать шанс	0.5083866119384766
Товарищ назначенное время адрес.	товарищ назначенное время адрес	0.511244535446167
Товарищ назначенное время уверенность.	товарищ назначенное время уверенность	0.5141134858131409
Товарищ обеспечивает природу.	товарищ обеспечивать природа	0.5054712891578674
Товарищ описывает ареал.	товарищ описывать ареал	0.5052476525306702
Товарищ описывает линия шею.	товарищ описывать линия шеи	0.5142626166343689
Товарищ описывает плавание.	товарищ описывать плавание	0.5329256653785706
Товарищ описывает прошлое.	товарищ описывать прошлое	0.5065525770187378
Товарищ определяет гору.	товарищ определять гора	0.5023706555366516
Товарищ определяет одежду.	товарищ определять одежда	0.5186669230461121
Товарищ определяет правда.	товарищ определять правда	0.5017197728157043
Товарищ откупоривает проверка контроль.	товарищ откупоривать проверка контроль	0.5100029110908508
Товарищ оценивает основу.	товарищ оценивать основа	0.5027938485145569
Товарищ поддерживает адрес.	товарищ поддерживать адрес	0.5224006772041321
Товарищ предлагает границу.	товарищ предлагать граница	0.5187973976135254
Товарищ предлагает разворот страницы.	товарищ предлагать разворот страниц	0.50360107421875
Товарищ представляет пятницу.	товарищ представлять пятница	0.5054652690887451
Товарищ представляет париж.	товарищ представлять Париж	0.5060742497444153
Товарищ разделяет подход.	товарищ разделять подход	0.5071993470191956
Товарищ рубить дерево соотношение.	товарищ рубить дерево соотношение	0.5085387825965881
Товарищ сдавать кровь важность.	товарищ сдавать кровь важность	0.5113754272460938
Товарищ сдавать кровь возрождение.	товарищ сдавать кровь возрождение	0.5012394785881042
Товарищ сдавать кровь конфликт.	товарищ сдавать кровь конфликт	0.5180061459541321
Товарищ сдавать кровь парная игру.	товарищ сдавать кровь парная игра	0.5034294724464417
Товарищ сдавать кровь план.	товарищ сдавать кровь план	0.5219168066978455
Товарищ снимать пену страну.	товарищ снимать пену страна	0.5017144083976746
Товарищ создаёт взрыв.	товарищ создавать взрыв	0.5028080344200134
Товарищ создаёт диалог.	товарищ создавать диалог	0.5124853849411011
Товарищ создаёт плюс.	товарищ создавать плюс	0.5003910660743713
Товарищ узнаёт касательная линию.	товарищ узнавать касательная линия	0.5035284757614136
Транссексуал говорить на жестовом языке америку.	транссексуал говорить на жестовом языке Америка	0.5069876313209534
Транссексуал говорить на жестовом языке кофе.	транссексуал говорить на жестовом языке кофе	0.5049905776977539
Транссексуал говорить на жестовом языке правда.	транссексуал говорить на жестовом языке правда	0.5041033625602722
Транссексуал говорить на жестовом языке театр.	транссексуал говорить на жестовом языке театр	0.5002874732017517
Транссексуал имеет неделю.	транссексуал иметь неделя	0.5070915818214417
Транссексуал имеет войну.	транссексуал иметь война	0.5041843056678772
Транссексуал имеет карту.	транссексуал иметь карты	0.5248121023178101
Транссексуал имеет кольцо.	транссексуал иметь кольцо	0.5200347304344177
Транссексуал имеет подарок.	транссексуал иметь подарок	0.518442690372467
Транссексуал имеет солнце.	транссексуал иметь солнце	0.5164962410926819
Транссексуал имеет угрозу.	транссексуал иметь угроза	0.5400137305259705
Транссексуал держать зуб на испуг.	транссексуал держать зуб на испуг	0.5062761902809143
Транссексуал держать зуб на гитару.	транссексуал держать зуб на гитара	0.5062761902809143
Транссексуал держать зуб на квалификацию.	транссексуал держать зуб на квалификация	0.5034342408180237
Транссексуал держать зуб на блузку.	транссексуал держать зуб на блузка	0.5062761902809143
Транссексуал держать зуб на вертолёт.	транссексуал держать зуб на вертолет	0.5062761902809143
Транссексуал держать зуб на восхищение.	транссексуал держать зуб на восхищение	0.5062761902809143
Транссексуал держать зуб на говно.	транссексуал держать зуб на говно	0.5062761902809143
Транссексуал держать зуб на дефекацию.	транссексуал держать зуб на дефекация	0.5062761902809143
Транссексуал держать зуб на емкость конденсатор.	транссексуал держать зуб на емкость конденсатора	0.5062761902809143
Транссексуал держать зуб на здание.	транссексуал держать зуб на здание	0.5035437941551208
Транссексуал держать зуб на интеграцию.	транссексуал держать зуб на интеграция	0.5062761902809143
Транссексуал держать зуб на карцер.	транссексуал держать зуб на карцер	0.5062761902809143
Транссексуал держать зуб на лабиринт.	транссексуал держать зуб на лабиринт	0.5062761902809143
Транссексуал держать зуб на марихуану.	транссексуал держать зуб на марихуана	0.5062761902809143
Транссексуал держать зуб на мобильник.	транссексуал держать зуб на мобильник	0.5062761902809143
Транссексуал держать зуб на назначение.	транссексуал держать зуб на назначение	0.506913959980011
Транссексуал держать зуб на обитель.	транссексуал держать зуб на обитель	0.5062761902809143
Транссексуал держать зуб на осуждение.	транссексуал держать зуб на осуждение	0.5062761902809143
Транссексуал держать зуб на паштет.	транссексуал держать зуб на паштет	0.5062761902809143
Транссексуал держать зуб на плевок.	транссексуал держать зуб на плевок	0.5062761902809143
Транссексуал держать зуб на предотвращение.	транссексуал держать зуб на предотвращение	0.5062761902809143
Транссексуал держать зуб на пыльцу.	транссексуал держать зуб на пыльца	0.5062761902809143
Транссексуал держать зуб на резервирование, бронирование.	транссексуал держать зуб на резервирование, бронирование	0.5062761902809143
Транссексуал держать зуб на сборку.	транссексуал держать зуб на сборка	0.5062761902809143
Транссексуал держать зуб на скульптуру.	транссексуал держать зуб на скульптура	0.5062761902809143
Транссексуал держать зуб на торт.	транссексуал держать зуб на торт	0.5062761902809143
Транссексуал держать зуб на финансы.	транссексуал держать зуб на финансы	0.5062761902809143
Транссексуал держать зуб на экуменикализм.	транссексуал держать зуб на экуменикализм	0.5062761902809143
Транссексуал включает указание.	транссексуал включать указание	0.5050840377807617
Транссексуал грабит проверка контроль.	транссексуал грабить проверка контроль	0.5100029110908508
Транссексуал даёт указание.	транссексуал давать указание	0.5014036297798157
Транссексуал замечает имя.	транссексуал замечать имя	0.51578289270401
Транссексуал замечает гору.	транссексуал замечать гора	0.503699779510498
Транссексуал замечает масло.	транссексуал замечать масло	0.502773106098175
Транссексуал замечает преимущество.	транссексуал замечать преимущество	0.506992757320404
Транссексуал заставляет ключ.	транссексуал заставлять ключ	0.5036035776138306
Транссексуал заставляет мясо.	транссексуал заставлять мясо	0.5016424059867859
Транссексуал заставляет ситуацию.	транссексуал заставлять ситуация	0.5014211535453796
Транссексуал ищет границу.	транссексуал искать граница	0.5094413161277771
Транссексуал исключает будущие родители.	транссексуал исключать будущие родители	0.5027003288269043
Транссексуал исключает билет.	транссексуал исключать билет	0.5127365589141846
Транссексуал исключает спорт.	транссексуал исключать спорт	0.5082876086235046
Транссексуал надувать губы проверка контроль.	транссексуал надувать губы проверка контроль	0.5100029110908508
Транссексуал несёт пассажирский лифт.	транссексуал нести пассажирский лифт	0.5146753787994385
Транссексуал обеспечивает желание.	транссексуал обеспечивать желание	0.5019217729568481
Транссексуал обеспечивает диссертацию.	транссексуал обеспечивать диссертация	0.5025932788848877
Транссексуал обеспечивает поверхность.	транссексуал обеспечивать поверхность	0.5014289617538452
Транссексуал обеспечивает ураган.	транссексуал обеспечивать ураган	0.5168476104736328
Транссексуал обновляет проверка контроль.	транссексуал обновлять проверка контроль	0.5100029110908508
Транссексуал описывает расследование.	транссексуал описывать расследование	0.5005225539207458
Транссексуал определяет поведение.	транссексуал определять поведение	0.5420425534248352
Транссексуал определяет дождь.	транссексуал определять дождь	0.5132828950881958
Транссексуал определяет приложение.	транссексуал определять приложение	0.5183942914009094
Транссексуал определяет сон.	транссексуал определять сон	0.5045024156570435
Транссексуал определяет финал.	транссексуал определять финал	0.5066425204277039
Транссексуал отмечает перевязочный материал.	транссексуал отмечать перевязочный материал	0.5032329559326172
Транссексуал отмечает указание.	транссексуал отмечать указание	0.5068846344947815
Транссексуал оценивает печать.	транссексуал оценивать печать	0.5145469307899475
Транссексуал пишет уверенность.	транссексуал писать уверенность	0.5222278833389282
Транссексуал пожимать плечами проверка контроль.	транссексуал пожимать плечами проверка контроль	0.5100029110908508
Транссексуал получает адрес.	транссексуал получать адрес	0.5304234027862549
Транссексуал получает касательная линию.	транссексуал получать касательная линия	0.5318764448165894
Транссексуал предлагает такси.	транссексуал предлагать такси	0.5031223297119141
Транссексуал предлагает условие.	транссексуал предлагать условие	0.5000714659690857
Транссексуал представляет договор.	транссексуал представлять договор	0.5121487975120544
Транссексуал представляет разворот страницы.	транссексуал представлять разворот страниц	0.518098771572113
Транссексуал представляет текстура поверхность.	транссексуал представлять текстура поверхности	0.501810610294342
Транссексуал преувеличивает проверка контроль.	транссексуал преувеличивать проверка контроль	0.5100029110908508
Транссексуал разделяет такси.	транссексуал разделять такси	0.5051331520080566
Транссексуал распевает проверка контроль.	транссексуал распевать проверка контроль	0.5100029110908508
Транссексуал сбавляет проверка контроль.	транссексуал сбавлять проверка контроль	0.5100029110908508
Транссексуал сдавать кровь диплом.	транссексуал сдавать кровь диплом	0.5019314289093018
Транссексуал сдавать кровь дерево, деревянного.	транссексуал сдавать кровь дерево, деревянный	0.5059055089950562
Транссексуал сдавать кровь инструмент.	транссексуал сдавать кровь инструмент	0.5098802447319031
Транссексуал сдавать кровь коллекцию.	транссексуал сдавать кровь коллекция	0.5010940432548523
Транссексуал сдавать кровь образ.	транссексуал сдавать кровь образ	0.522975504398346
Транссексуал сдавать кровь премию.	транссексуал сдавать кровь премия	0.5172026753425598
Транссексуал сдавать кровь работу.	транссексуал сдавать кровь работа	0.5117601156234741
Транссексуал сдавать кровь слой.	транссексуал сдавать кровь слой	0.5097689628601074
Транссексуал совершает адрес.	транссексуал совершать адрес	0.5108435153961182
Транссексуал совершает границу.	транссексуал совершать граница	0.5056115388870239
Транссексуал создаёт ареал.	транссексуал создавать ареал	0.5042126178741455
Транссексуал создаёт подход.	транссексуал создавать подход	0.5131322741508484
Транссексуал создаёт спектр.	транссексуал создавать спектр	0.5038818717002869
Транссексуал схватит проверка контроль.	транссексуал схватить проверка контроль	0.5100029110908508
Транссексуал уважает проверка контроль.	транссексуал уважать проверка контроль	0.5100029110908508
Транссексуал узнаёт поведение.	транссексуал узнавать поведение	0.5017968416213989
Транссексуал хоронит проверка контроль.	транссексуал хоронить проверка контроль	0.5100029110908508
Трус говорить на жестовом языке глаза.	трус говорить на жестовом языке глаз	0.5240750908851624
