да indx иногда indx был	Я иногда там был.
да indx поздно indx был	Я поздно там был.
да indx скоро indx был	Я скоро там был.
да indx сразу indx был	Я сразу там был.
да indx часто indx был	Я часто там был.
да indx после indx был	Я после там был.
да indx постоянно indx был	Я постоянно там был.
да indx ранее indx был	Я ранее там был.
да indx рано indx был	Я рано там был.
да indx раньше indx был	Я раньше там был.
да indx регулярно indx был	Я регулярно там был.
да indx сразу же indx был	Я сразу же там был.
indx сегодня indx покупать не <unk> хлеб хлеб2	Я не купила хлеб сегодня.
indx навсегда indx покупать не <unk> хлеб хлеб2	Я не купила хлеб навсегда.
indx "временный, пока" indx покупать не <unk> хлеб хлеб2	Я не купила хлеб "временный, пока".
indx ежедневно indx покупать не <unk> хлеб хлеб2	Я не купила хлеб ежедневно.
indx затем indx покупать не <unk> хлеб хлеб2	Я не купила хлеб затем.
indx иногда indx покупать не <unk> хлеб хлеб2	Я не купила хлеб иногда.
indx поздно indx покупать не <unk> хлеб хлеб2	Я не купила хлеб поздно.
indx скоро indx покупать не <unk> хлеб хлеб2	Я не купила хлеб скоро.
indx сразу indx покупать не <unk> хлеб хлеб2	Я не купила хлеб сразу.
indx часто indx покупать не <unk> хлеб хлеб2	Я не купила хлеб часто.
indx после indx покупать не <unk> хлеб хлеб2	Я не купила хлеб после.
indx постоянно indx покупать не <unk> хлеб хлеб2	Я не купила хлеб постоянно.
indx ранее indx покупать не <unk> хлеб хлеб2	Я не купила хлеб ранее.
indx рано indx покупать не <unk> хлеб хлеб2	Я не купила хлеб рано.
indx раньше indx покупать не <unk> хлеб хлеб2	Я не купила хлеб раньше.
indx регулярно indx покупать не <unk> хлеб хлеб2	Я не купила хлеб регулярно.
indx сразу же indx покупать не <unk> хлеб хлеб2	Я не купила хлеб сразу же.
indx сегодня у врач больница2 не был	Она сегодня не была у врача.
indx навсегда у врач больница2 не был	Она навсегда не была у врача.
indx "временный, пока" у врач больница2 не был	Она "временный, пока" не была у врача.
indx ежедневно у врач больница2 не был	Она ежедневно не была у врача.
indx затем у врач больница2 не был	Она затем не была у врача.
indx иногда у врач больница2 не был	Она иногда не была у врача.
indx поздно у врач больница2 не был	Она поздно не была у врача.
indx скоро у врач больница2 не был	Она скоро не была у врача.
indx сразу у врач больница2 не был	Она сразу не была у врача.
indx часто у врач больница2 не был	Она часто не была у врача.
indx после у врач больница2 не был	Она после не была у врача.
indx постоянно у врач больница2 не был	Она постоянно не была у врача.
indx ранее у врач больница2 не был	Она ранее не была у врача.
indx рано у врач больница2 не был	Она рано не была у врача.
indx раньше у врач больница2 не был	Она раньше не была у врача.
indx регулярно у врач больница2 не был	Она регулярно не была у врача.
indx сразу же у врач больница2 не был	Она сразу же не была у врача.
<unk> сегодня был у больница2	Она сегодня была у врача.
<unk> навсегда был у больница2	Она навсегда была у врача.
<unk> "временный, пока" был у больница2	Она "временный, пока" была у врача.
<unk> ежедневно был у больница2	Она ежедневно была у врача.
<unk> затем был у больница2	Она затем была у врача.
<unk> иногда был у больница2	Она иногда была у врача.
<unk> поздно был у больница2	Она поздно была у врача.
<unk> скоро был у больница2	Она скоро была у врача.
<unk> сразу был у больница2	Она сразу была у врача.
<unk> часто был у больница2	Она часто была у врача.
<unk> после был у больница2	Она после была у врача.
<unk> постоянно был у больница2	Она постоянно была у врача.
<unk> ранее был у больница2	Она ранее была у врача.
<unk> рано был у больница2	Она рано была у врача.
<unk> раньше был у больница2	Она раньше была у врача.
<unk> регулярно был у больница2	Она регулярно была у врача.
<unk> сразу же был у больница2	Она сразу же была у врача.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx сегодня покупать	Я сегодня купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx навсегда покупать	Я навсегда купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx "временный, пока" покупать	Я "временный, пока" купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx ежедневно покупать	Я ежедневно купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx затем покупать	Я затем купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx иногда покупать	Я иногда купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx поздно покупать	Я поздно купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx скоро покупать	Я скоро купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx сразу покупать	Я сразу купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx часто покупать	Я часто купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx после покупать	Я после купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx постоянно покупать	Я постоянно купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx ранее покупать	Я ранее купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx рано покупать	Я рано купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx раньше покупать	Я раньше купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx регулярно покупать	Я регулярно купила хлеб.
хлеб хлеб indx indx магазин был хлеб indx хлеб indx сразу же покупать	Я сразу же купила хлеб.
indx сегодня indx не был	Меня сегодня там не было.
indx навсегда indx не был	Меня навсегда там не было.
indx "временный, пока" indx не был	Меня "временный, пока" там не было.
indx ежедневно indx не был	Меня ежедневно там не было.
indx затем indx не был	Меня затем там не было.
indx иногда indx не был	Меня иногда там не было.
indx поздно indx не был	Меня поздно там не было.
indx скоро indx не был	Меня скоро там не было.
indx сразу indx не был	Меня сразу там не было.
indx часто indx не был	Меня часто там не было.
indx после indx не был	Меня после там не было.
indx постоянно indx не был	Меня постоянно там не было.
indx ранее indx не был	Меня ранее там не было.
indx рано indx не был	Меня рано там не было.
indx раньше indx не был	Меня раньше там не было.
indx регулярно indx не был	Меня регулярно там не было.
indx сразу же indx не был	Меня сразу же там не было.
<unk> indx сегодня стирать	Я сегодня стирала белье.
<unk> indx навсегда стирать	Я навсегда стирала белье.
<unk> indx "временный, пока" стирать	Я "временный, пока" стирала белье.
<unk> indx ежедневно стирать	Я ежедневно стирала белье.
<unk> indx затем стирать	Я затем стирала белье.
<unk> indx иногда стирать	Я иногда стирала белье.
<unk> indx поздно стирать	Я поздно стирала белье.
<unk> indx скоро стирать	Я скоро стирала белье.
<unk> indx сразу стирать	Я сразу стирала белье.
<unk> indx часто стирать	Я часто стирала белье.
<unk> indx после стирать	Я после стирала белье.
<unk> indx постоянно стирать	Я постоянно стирала белье.
<unk> indx ранее стирать	Я ранее стирала белье.
<unk> indx рано стирать	Я рано стирала белье.
<unk> indx раньше стирать	Я раньше стирала белье.
<unk> indx регулярно стирать	Я регулярно стирала белье.
<unk> indx сразу же стирать	Я сразу же стирала белье.
<unk> indx сегодня мясо покупать не был	Он сегодня не купил мясо.
<unk> indx навсегда мясо покупать не был	Он навсегда не купил мясо.
<unk> indx "временный, пока" мясо покупать не был	Он "временный, пока" не купил мясо.
<unk> indx ежедневно мясо покупать не был	Он ежедневно не купил мясо.
<unk> indx затем мясо покупать не был	Он затем не купил мясо.
<unk> indx иногда мясо покупать не был	Он иногда не купил мясо.
<unk> indx поздно мясо покупать не был	Он поздно не купил мясо.
<unk> indx скоро мясо покупать не был	Он скоро не купил мясо.
<unk> indx сразу мясо покупать не был	Он сразу не купил мясо.
<unk> indx часто мясо покупать не был	Он часто не купил мясо.
<unk> indx после мясо покупать не был	Он после не купил мясо.
<unk> indx постоянно мясо покупать не был	Он постоянно не купил мясо.
<unk> indx ранее мясо покупать не был	Он ранее не купил мясо.
<unk> indx рано мясо покупать не был	Он рано не купил мясо.
<unk> indx раньше мясо покупать не был	Он раньше не купил мясо.
<unk> indx регулярно мясо покупать не был	Он регулярно не купил мясо.
<unk> indx сразу же мясо покупать не был	Он сразу же не купил мясо.
poss друг сегодня <unk> купить не <unk>	Мой друг сегодня не купил пальто.
poss друг навсегда <unk> купить не <unk>	Мой друг навсегда не купил пальто.
poss друг "временный, пока" <unk> купить не <unk>	Мой друг "временный, пока" не купил пальто.
poss друг ежедневно <unk> купить не <unk>	Мой друг ежедневно не купил пальто.
poss друг затем <unk> купить не <unk>	Мой друг затем не купил пальто.
poss друг иногда <unk> купить не <unk>	Мой друг иногда не купил пальто.
poss друг поздно <unk> купить не <unk>	Мой друг поздно не купил пальто.
poss друг скоро <unk> купить не <unk>	Мой друг скоро не купил пальто.
poss друг сразу <unk> купить не <unk>	Мой друг сразу не купил пальто.
poss друг часто <unk> купить не <unk>	Мой друг часто не купил пальто.
poss друг после <unk> купить не <unk>	Мой друг после не купил пальто.
poss друг постоянно <unk> купить не <unk>	Мой друг постоянно не купил пальто.
poss друг ранее <unk> купить не <unk>	Мой друг ранее не купил пальто.
poss друг рано <unk> купить не <unk>	Мой друг рано не купил пальто.
poss друг раньше <unk> купить не <unk>	Мой друг раньше не купил пальто.
poss друг регулярно <unk> купить не <unk>	Мой друг регулярно не купил пальто.
poss друг сразу же <unk> купить не <unk>	Мой друг сразу же не купил пальто.
poss друг сегодня был покупать <unk>	Мой друг сегодня купил пальто.
poss друг навсегда был покупать <unk>	Мой друг навсегда купил пальто.
poss друг "временный, пока" был покупать <unk>	Мой друг "временный, пока" купил пальто.
poss друг ежедневно был покупать <unk>	Мой друг ежедневно купил пальто.
poss друг затем был покупать <unk>	Мой друг затем купил пальто.
poss друг иногда был покупать <unk>	Мой друг иногда купил пальто.
poss друг поздно был покупать <unk>	Мой друг поздно купил пальто.
poss друг скоро был покупать <unk>	Мой друг скоро купил пальто.
poss друг сразу был покупать <unk>	Мой друг сразу купил пальто.
poss друг часто был покупать <unk>	Мой друг часто купил пальто.
poss друг после был покупать <unk>	Мой друг после купил пальто.
poss друг постоянно был покупать <unk>	Мой друг постоянно купил пальто.
poss друг ранее был покупать <unk>	Мой друг ранее купил пальто.
poss друг рано был покупать <unk>	Мой друг рано купил пальто.
poss друг раньше был покупать <unk>	Мой друг раньше купил пальто.
poss друг регулярно был покупать <unk>	Мой друг регулярно купил пальто.
poss друг сразу же был покупать <unk>	Мой друг сразу же купил пальто.
вчера погода был отличный indx семья время проводить	Вчера была хорошая погода, поэтому я провела весь день с семьёй.
ежедневно погода был отличный indx семья время проводить	Ежедневно была хорошая погода, поэтому я провела весь день с семьёй.
затем погода был отличный indx семья время проводить	Затем была хорошая погода, поэтому я провела весь день с семьёй.
часто погода был отличный indx семья время проводить	Часто была хорошая погода, поэтому я провела весь день с семьёй.
после погода был отличный indx семья время проводить	После была хорошая погода, поэтому я провела весь день с семьёй.
постоянно погода был отличный indx семья время проводить	Постоянно была хорошая погода, поэтому я провела весь день с семьёй.
ранее погода был отличный indx семья время проводить	Ранее была хорошая погода, поэтому я провела весь день с семьёй.
рано погода был отличный indx семья время проводить	Рано была хорошая погода, поэтому я провела весь день с семьёй.
регулярно погода был отличный indx семья время проводить	Регулярно была хорошая погода, поэтому я провела весь день с семьёй.
сразу же погода был отличный indx семья время проводить	Сразу же была хорошая погода, поэтому я провела весь день с семьёй.
вчера утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Вчера утром время к врачу освободилось, и я тут же записалась на приём.
навсегда утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Навсегда утром время к врачу освободилось, и я тут же записалась на приём.
"временный, пока" утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	"временный, пока" утром время к врачу освободилось, и я тут же записалась на приём.
ежедневно утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Ежедневно утром время к врачу освободилось, и я тут же записалась на приём.
затем утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Затем утром время к врачу освободилось, и я тут же записалась на приём.
иногда утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Иногда утром время к врачу освободилось, и я тут же записалась на приём.
поздно утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Поздно утром время к врачу освободилось, и я тут же записалась на приём.
скоро утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Скоро утром время к врачу освободилось, и я тут же записалась на приём.
сразу утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Сразу утром время к врачу освободилось, и я тут же записалась на приём.
часто утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Часто утром время к врачу освободилось, и я тут же записалась на приём.
после утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	После утром время к врачу освободилось, и я тут же записалась на приём.
постоянно утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Постоянно утром время к врачу освободилось, и я тут же записалась на приём.
ранее утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Ранее утром время к врачу освободилось, и я тут же записалась на приём.
рано утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Рано утром время к врачу освободилось, и я тут же записалась на приём.
раньше утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Раньше утром время к врачу освободилось, и я тут же записалась на приём.
регулярно утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Регулярно утром время к врачу освободилось, и я тут же записалась на приём.
сразу же утро врач2 1ps: освобождать :3ps indx мочь2 посетить запись	Сразу же утром время к врачу освободилось, и я тут же записалась на приём.
вчера indx желание краткий рассказывать тема секрет успех	Вчера я хочу кратко рассказать тему "секрет успеха".
навсегда indx желание краткий рассказывать тема секрет успех	Навсегда я хочу кратко рассказать тему "секрет успеха".
"временный, пока" indx желание краткий рассказывать тема секрет успех	"временный, пока" я хочу кратко рассказать тему "секрет успеха".
ежедневно indx желание краткий рассказывать тема секрет успех	Ежедневно я хочу кратко рассказать тему "секрет успеха".
затем indx желание краткий рассказывать тема секрет успех	Затем я хочу кратко рассказать тему "секрет успеха".
иногда indx желание краткий рассказывать тема секрет успех	Иногда я хочу кратко рассказать тему "секрет успеха".
поздно indx желание краткий рассказывать тема секрет успех	Поздно я хочу кратко рассказать тему "секрет успеха".
скоро indx желание краткий рассказывать тема секрет успех	Скоро я хочу кратко рассказать тему "секрет успеха".
сразу indx желание краткий рассказывать тема секрет успех	Сразу я хочу кратко рассказать тему "секрет успеха".
часто indx желание краткий рассказывать тема секрет успех	Часто я хочу кратко рассказать тему "секрет успеха".
после indx желание краткий рассказывать тема секрет успех	После я хочу кратко рассказать тему "секрет успеха".
постоянно indx желание краткий рассказывать тема секрет успех	Постоянно я хочу кратко рассказать тему "секрет успеха".
ранее indx желание краткий рассказывать тема секрет успех	Ранее я хочу кратко рассказать тему "секрет успеха".
рано indx желание краткий рассказывать тема секрет успех	Рано я хочу кратко рассказать тему "секрет успеха".
раньше indx желание краткий рассказывать тема секрет успех	Раньше я хочу кратко рассказать тему "секрет успеха".
регулярно indx желание краткий рассказывать тема секрет успех	Регулярно я хочу кратко рассказать тему "секрет успеха".
сразу же indx желание краткий рассказывать тема секрет успех	Сразу же я хочу кратко рассказать тему "секрет успеха".
учить у :1ps реальность быть:past вопрос вчера вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос сегодня вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос "временный, пока" вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос ежедневно вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос затем вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос иногда вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос поздно вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос скоро вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос сразу вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос часто вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос после вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос постоянно вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос ранее вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос рано вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос раньше вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос регулярно вопрос <unk>	У меня постоянно был этот вопрос в голове.
учить у :1ps реальность быть:past вопрос сразу же вопрос <unk>	У меня постоянно был этот вопрос в голове.
в семья глухой точно специальность для работа все включено семья слышать это вчера	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это сегодня	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это навсегда	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это "временный, пока"	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это ежедневно	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это затем	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это поздно	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это скоро	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это сразу	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это часто	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это после	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это постоянно	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это ранее	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это рано	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это раньше	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это регулярно	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
в семья глухой точно специальность для работа все включено семья слышать это сразу же	В сообществе глухих редко можно получить профессию, подходящую для мира слышащих.
poss :1ps вместе брат вчера ссориться	Мы с братом вчера ругались.
poss :1ps вместе брат сегодня ссориться	Мы с братом сегодня ругаемся.
poss :1ps вместе брат навсегда ссориться	Мы с братом навсегда ругаемся.
poss :1ps вместе брат "временный, пока" ссориться	Мы с братом "временный, пока" ругаемся.
poss :1ps вместе брат ежедневно ссориться	Мы с братом ежедневно ругаемся.
poss :1ps вместе брат затем ссориться	Мы с братом затем ругаемся.
poss :1ps вместе брат поздно ссориться	Мы с братом поздно ругаемся.
poss :1ps вместе брат скоро ссориться	Мы с братом скоро ругаемся.
poss :1ps вместе брат сразу ссориться	Мы с братом сразу ругаемся.
poss :1ps вместе брат часто ссориться	Мы с братом часто ругаемся.
poss :1ps вместе брат после ссориться	Мы с братом после ругаемся.
poss :1ps вместе брат постоянно ссориться	Мы с братом постоянно ругаемся.
poss :1ps вместе брат ранее ссориться	Мы с братом ранее ругаемся.
poss :1ps вместе брат рано ссориться	Мы с братом рано ругаемся.
poss :1ps вместе брат раньше ссориться	Мы с братом раньше ругаемся.
poss :1ps вместе брат регулярно ссориться	Мы с братом регулярно ругаемся.
poss :1ps вместе брат сразу же ссориться	Мы с братом сразу же ругаемся.
вчера быть что действительно начальник готовый но не.знать какой работа предлагать	Вчера бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
сегодня быть что действительно начальник готовый но не.знать какой работа предлагать	Сегодня бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
навсегда быть что действительно начальник готовый но не.знать какой работа предлагать	Навсегда бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
"временный, пока" быть что действительно начальник готовый но не.знать какой работа предлагать	"временный, пока" бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
ежедневно быть что действительно начальник готовый но не.знать какой работа предлагать	Ежедневно бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
затем быть что действительно начальник готовый но не.знать какой работа предлагать	Затем бывает такое, что действительно начальник готов взять человека с инвалидностью, но он не знает какую работу ему предложить
